collection,transcript,reason
Eng-NA,NewmanRatner/18/5561AC.cha,weak_text_identity
Eng-NA,NewmanRatner/18/5563DB.cha,duplicate_original_id
Eng-NA,NewmanRatner/18/5593SH.cha,duplicate_original_id
Eng-NA,NewmanRatner/18/5609DW.cha,duplicate_original_id
Eng-NA,NewmanRatner/18/5623AT.cha,weak_text_identity
Eng-NA,NewmanRatner/18/5630WS.cha,duplicate_original_id
Eng-NA,NewmanRatner/18/5661AP.cha,duplicate_original_id
Eng-NA,NewmanRatner/18/5694MC.cha,duplicate_original_id
Eng-NA,NewmanRatner/18/5707RT.cha,duplicate_original_id
Eng-NA,NewmanRatner/18/5733LE.cha,weak_text_identity
Eng-NA,NewmanRatner/18/5777FC.cha,duplicate_original_id
Eng-NA,NewmanRatner/18/5794ES.cha,weak_text_identity
Eng-NA,NewmanRatner/18/5820CP.cha,duplicate_original_id
Eng-NA,NewmanRatner/18/5859ME.cha,duplicate_original_id
Eng-NA,NewmanRatner/18/5878SC.cha,weak_text_identity
Eng-NA,NewmanRatner/18/5923MW.cha,duplicate_original_id
Eng-NA,NewmanRatner/18/5928RL.cha,duplicate_original_id
Eng-NA,NewmanRatner/18/5936SR.cha,duplicate_original_id
Eng-NA,NewmanRatner/18/5949DL.cha,duplicate_original_id
Eng-NA,NewmanRatner/18/5965PC.cha,duplicate_original_id
Eng-NA,NewmanRatner/18/6043AM.cha,duplicate_original_id
Eng-NA,NewmanRatner/18/6047JC.cha,duplicate_original_id
Eng-NA,NewmanRatner/18/6206MP.cha,weak_text_identity
Eng-NA,NewmanRatner/18/6314AK.cha,duplicate_original_id
Eng-NA,NewmanRatner/18/6337NK.cha,duplicate_original_id
Eng-NA,NewmanRatner/18/6510LC.cha,duplicate_original_id
Eng-NA,NewmanRatner/18/6598JM.cha,duplicate_original_id
Eng-NA,NewmanRatner/18/6626SW.cha,weak_text_identity
Eng-NA,NewmanRatner/18/6630TM.cha,duplicate_original_id
Eng-NA,NewmanRatner/18/6691MW.cha,duplicate_original_id
Eng-NA,NewmanRatner/18/6757JC.cha,duplicate_original_id
Eng-NA,NewmanRatner/18/6825MT.cha,duplicate_original_id
Eng-NA,NewmanRatner/18/6826LD.cha,duplicate_original_id
Eng-NA,NewmanRatner/18/6878SK.cha,duplicate_original_id
Eng-NA,NewmanRatner/18/7018NB.cha,weak_text_identity
Eng-NA,NewmanRatner/18/7061AS.cha,weak_text_identity
Eng-NA,NewmanRatner/18/7099EH.cha,weak_text_identity
Eng-NA,NewmanRatner/18/7120CB.cha,weak_text_identity
Eng-NA,NewmanRatner/18/7246FB.cha,weak_text_identity
Eng-NA,NewmanRatner/18/7534EM.cha,weak_text_identity
Eng-NA,NewmanRatner/18/7553JT.cha,weak_text_identity
Eng-NA,NewmanRatner/18/7814NB.cha,weak_text_identity
Eng-NA,NewmanRatner/24/4269LP.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/4273WC.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/4310AM.cha,weak_text_identity
Eng-NA,NewmanRatner/24/4452CM.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/4592HVG.cha,weak_text_identity
Eng-NA,NewmanRatner/24/4619WZ.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/4629AB.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/4641CC.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/4650KS.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/4664AM.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/4687NH.cha,weak_text_identity
Eng-NA,NewmanRatner/24/4697JK.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/4708IB.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/4724LM.cha,weak_text_identity
Eng-NA,NewmanRatner/24/4731SA.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/4734ES.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/4743NA.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/4767JC.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/4801RB.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/4802JP.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/4814BS.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/4825GG.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/4854MP.cha,weak_text_identity
Eng-NA,NewmanRatner/24/4858CM.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/4866AC.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/4903LS.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/4929MM.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/4946RC.cha,weak_text_identity
Eng-NA,NewmanRatner/24/4997LM.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/5013LA.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/5039MB.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/5057MS.cha,weak_text_identity
Eng-NA,NewmanRatner/24/5066WT.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/5073AC.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/5111CG.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/5118PM.cha,weak_text_identity
Eng-NA,NewmanRatner/24/5193HB.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/5196AVI.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/5224EZ.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/5266EC.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/5303CW.cha,weak_text_identity
Eng-NA,NewmanRatner/24/5346GG.cha,weak_text_identity
Eng-NA,NewmanRatner/24/5365DL.cha,weak_text_identity
Eng-NA,NewmanRatner/24/5440JJ.cha,weak_text_identity
Eng-NA,NewmanRatner/24/5443AO.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/5449NG.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/5474ES.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/5482DF.cha,weak_text_identity
Eng-NA,NewmanRatner/24/5540LD.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/5543EF.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/5550VS.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/5561AC.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/5563DB.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/5571FW.cha,weak_text_identity
Eng-NA,NewmanRatner/24/5573IH.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/5585ME.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/5593SH.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/5609DW.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/5623AT.cha,weak_text_identity
Eng-NA,NewmanRatner/24/5630WS.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/5661AP.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/5694MC.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/5707RT.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/5733LBE.cha,weak_text_identity
Eng-NA,NewmanRatner/24/5777FC.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/5794ES.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/5820CP.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/5837AK.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/5837JK.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/5859ME.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/5878SC.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/5903AE.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/5923MW.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/5928RL.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/5929LD.cha,weak_text_identity
Eng-NA,NewmanRatner/24/5936SR.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/5949DL.cha,weak_text_identity
Eng-NA,NewmanRatner/24/5954ML.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/5965PC.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/5977QJ.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/6043AM.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/6047JC.cha,weak_text_identity
Eng-NA,NewmanRatner/24/6071WB.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/6206MP.cha,weak_text_identity
Eng-NA,NewmanRatner/24/6314AK.cha,weak_text_identity
Eng-NA,NewmanRatner/24/6337NK.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/6453HS.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/6454MB.cha,weak_text_identity
Eng-NA,NewmanRatner/24/6493TM.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/6510LC.cha,weak_text_identity
Eng-NA,NewmanRatner/24/6598JM.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/6626SW.cha,weak_text_identity
Eng-NA,NewmanRatner/24/6630TM.cha,missing_chat_age
Eng-NA,NewmanRatner/24/6691MW.cha,weak_text_identity
Eng-NA,NewmanRatner/24/6757JC.cha,weak_text_identity
Eng-NA,NewmanRatner/24/6785KS.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/6815KG.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/6818AP.cha,weak_text_identity
Eng-NA,NewmanRatner/24/6825MT.cha,weak_text_identity
Eng-NA,NewmanRatner/24/6826LD.cha,weak_text_identity
Eng-NA,NewmanRatner/24/6878SK.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/7013VD.cha,weak_text_identity
Eng-NA,NewmanRatner/24/7018NB.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/7061AS.cha,weak_text_identity
Eng-NA,NewmanRatner/24/7075MB.cha,weak_text_identity
Eng-NA,NewmanRatner/24/7099EH.cha,weak_text_identity
Eng-NA,NewmanRatner/24/7119CM.cha,weak_text_identity
Eng-NA,NewmanRatner/24/7120CB.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/7162MB.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/7183TB.cha,weak_text_identity
Eng-NA,NewmanRatner/24/7222MD.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/7236FB.cha,weak_text_identity
Eng-NA,NewmanRatner/24/7251TR.cha,weak_text_identity
Eng-NA,NewmanRatner/24/7300AP.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/7419EB.cha,weak_text_identity
Eng-NA,NewmanRatner/24/7444IJ.cha,weak_text_identity
Eng-NA,NewmanRatner/24/7534EM.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/7553JT.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/7658LT.cha,duplicate_original_id
Eng-NA,NewmanRatner/24/7660HK.cha,weak_text_identity
Eng-NA,NewmanRatner/24/7814NB.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/4269LP.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/4273WC.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/4310AM.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/07/4452CM.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/4592HVG.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/4619WZ.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/4629AB.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/4641CC.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/4650KS.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/4664AM.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/4687NH.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/4697JK.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/4708IB.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/4724LM.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/4731SA.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/4734ES.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/4743NA.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/4767JC.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/4801RB.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/4802JP.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/4814BS.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/4825GG.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/4854MP.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/07/4858CM.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/4866AC.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/4903LS.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/4929MM.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/4946RC.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/4997LM.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/5013LA.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/5039MB.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/5057MS.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/5066WT.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/5073AC.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/07/5111CG.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/5118PM.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/5193HB.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/5196AVI.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/07/5224EZS.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/5244RE.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/5244SE.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/5266EC.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/5303CW.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/07/5346GG.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/5365DL.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/5440JJ.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/5443AO.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/5449NG.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/5474ES.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/5482DF.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/07/5540LD.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/5543EF.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/5550VS.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/5561AC.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/5563DB.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/5571FW.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/5573IH.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/5585ME.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/07/5593SH.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/5609DW.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/5623AT.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/07/5630WS.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/5661AP.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/07/5694MC.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/5707RT.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/5733LE.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/07/5777FC.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/5794ES.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/5820CP.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/5837AK.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/5837JK.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/5859ME.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/5878SC.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/5903AE.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/5923MW.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/5928RL.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/5929LD.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/5936SR.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/5949DL.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/5954ML.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/07/5965PC.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/5977QJ.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/6043AM.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/6047JC.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/6071WB.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/07/6206MP.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/6314AK.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/07/6337NK.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/07/6453HS.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/6454MB.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/6493TM.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/07/6510LC.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/6598JM.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/07/6630TM.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/07/6691MW.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/07/6757JC.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/6785KS.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/07/6815KG.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/6818AP.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/6825MT.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/07/6826LD.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/6878SK.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/7013VD.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/7018NB.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/07/7061AS.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/07/7075MB.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/7099EH.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/07/7119CM.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/07/7120CB.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/07/7162MB.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/07/7183TB.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/07/7222MD.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/07/7236FB.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/07/7251TR.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/07/7252PD.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/07/7300AP.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/07/7419EB.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/07/7444IJ.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/07/7534EM.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/07/7553JT.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/07/7658LT.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/07/7660HK.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/07/7814NB.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/10/4269LP.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/10/4273WC.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/10/4310AM.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/10/4452CM.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/10/4592HVG.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/10/4619WZ.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/10/4629AB.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/10/4641CC.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/10/4650KS.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/10/4664AM.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/10/4687NH.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/10/4697JK.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/10/4708IB.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/10/4724LM.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/10/4731SA.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/10/4734ES.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/10/4743NA.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/10/4767JC.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/10/4801RB.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/10/4802JP.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/10/4814BS.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/10/4825GG.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/10/4854MP.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/10/4858CM.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/10/4866AC.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/10/4903LS.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/10/4929MM.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/10/4946RC.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/10/4997LM.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/10/5013LA.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/10/5039MB.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/10/5057MS.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/10/5066WT.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/10/5073AC.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/10/5111CG.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/10/5118PM.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/10/5193HB.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/10/5196AVI.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/10/5224EZS.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/10/5244RE.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/10/5244SE.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/10/5266EC.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/10/5346GG.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/10/5365DL.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/10/5440JJ.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/10/5443AO.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/10/5449NG.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/10/5474ES.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/10/5482DF.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/10/5540LD.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/10/5543EF.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/10/5550VS.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/10/5561AC.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/10/5563DB.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/10/5571FW.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/10/5573IH.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/10/5585ME.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/10/5593SH.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/10/5609DW.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/10/5623AT.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/10/5630WS.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/10/5661AP.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/10/5694MC.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/10/5707RT.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/10/5733LE.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/10/5777FC.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/10/5794ES.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/10/5820CP.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/10/5837AK.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/10/5837JK.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/10/5859ME.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/10/5878SC.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/10/5903AE.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/10/5923MW.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/10/5928RL.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/10/5929LD.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/10/5936SR.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/10/5949DL.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/10/5954ML.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/10/5965PC.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/10/5977QJ.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/10/6043AM.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/10/6047JC.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/10/6071WB.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/10/6206MP.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/10/6314AK.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/10/6337NK.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/10/6453HS.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/10/6454MB.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/10/6493TM.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/10/6510LC.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/10/6598JM.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/10/6626SW.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/10/6630TM.cha,duplicate_original_id
Eng-NA,NewmanRatner/Interviews/10/6691MW.cha,weak_text_identity
Eng-NA,NewmanRatner/Interviews/10/6757JC.cha,duplicate_original_id
