dataset,arm,be_filter,age_group,alpha,mse,n_utterances,n_pairs,n_unique_subjects,n_unique_verbs,status,scope,collection,annotation_scheme
earlier_talkbank,ud_copula,no_be,12-24mo,1.5199999999999994,7.125773733961045e-07,561660,187864,2103,1418,ok,broader_english,Clinical-Eng;Eng-AAE;Eng-NA;Eng-UK,UD: includes copulas
earlier_talkbank,ud_copula,no_be,24-36mo,1.5099999999999991,8.762038946179175e-07,1601873,696980,4349,2362,ok,broader_english,Clinical-Eng;Eng-AAE;Eng-NA;Eng-UK,UD: includes copulas
earlier_talkbank,ud_copula,no_be,36-48mo,1.4399999999999995,1.8041980110144568e-06,715524,340741,3419,1888,ok,broader_english,Clinical-Eng;Eng-AAE;Eng-NA;Eng-UK,UD: includes copulas
earlier_talkbank,ud_copula,no_be,48-60mo,1.4399999999999995,2.5522938278717628e-06,346240,177532,2424,1557,ok,broader_english,Clinical-Eng;Eng-AAE;Eng-NA;Eng-UK,UD: includes copulas
earlier_talkbank,ud_copula,no_be,60-72mo,1.4499999999999995,2.5858115754116877e-06,195959,89089,1372,1003,ok,broader_english,Clinical-Eng;Eng-AAE;Eng-NA;Eng-UK,UD: includes copulas
earlier_talkbank,ud_copula,no_be,72-84mo,1.489999999999999,1.9211519011472918e-07,95973,46350,859,791,ok,broader_english,Clinical-Eng;Eng-AAE;Eng-NA;Eng-UK,UD: includes copulas
earlier_talkbank,ud_copula,no_be,84-96mo,1.4999999999999991,8.316815978489113e-07,88206,39311,773,797,ok,broader_english,Clinical-Eng;Eng-AAE;Eng-NA;Eng-UK,UD: includes copulas
earlier_talkbank,spacy_chat,all,overall,1.4699999999999993,3.012289436480708e-07,3792185,2560533,11283,4234,ok,broader_english,Clinical-Eng;Eng-AAE;Eng-NA;Eng-UK,spaCy: CHAT text
earlier_talkbank,spacy_chat,all,0-12mo,1.4299999999999995,3.290220098567245e-06,186696,121706,1609,1122,ok,broader_english,Clinical-Eng;Eng-AAE;Eng-NA;Eng-UK,spaCy: CHAT text
earlier_talkbank,spacy_chat,all,12-24mo,1.4599999999999995,2.392117257235864e-07,561660,308484,3346,1641,ok,broader_english,Clinical-Eng;Eng-AAE;Eng-NA;Eng-UK,spaCy: CHAT text
earlier_talkbank,spacy_chat,all,24-36mo,1.4699999999999993,3.9475079115297565e-07,1601873,1084707,6483,2600,ok,broader_english,Clinical-Eng;Eng-AAE;Eng-NA;Eng-UK,spaCy: CHAT text
earlier_talkbank,spacy_chat,all,36-48mo,1.4099999999999997,8.310018572017639e-07,715524,518531,4940,2115,ok,broader_english,Clinical-Eng;Eng-AAE;Eng-NA;Eng-UK,spaCy: CHAT text
earlier_talkbank,spacy_chat,all,48-60mo,1.4199999999999997,9.913189819379823e-07,346240,261911,3550,1657,ok,broader_english,Clinical-Eng;Eng-AAE;Eng-NA;Eng-UK,spaCy: CHAT text
earlier_talkbank,spacy_chat,all,60-72mo,1.4299999999999995,6.147956603643132e-07,195959,141423,2150,1134,ok,broader_english,Clinical-Eng;Eng-AAE;Eng-NA;Eng-UK,spaCy: CHAT text
earlier_talkbank,spacy_chat,all,72-84mo,1.4699999999999993,3.139140877172345e-08,95973,67444,1415,842,ok,broader_english,Clinical-Eng;Eng-AAE;Eng-NA;Eng-UK,spaCy: CHAT text
earlier_talkbank,spacy_chat,all,84-96mo,1.4699999999999993,2.421316027923197e-07,88206,56314,1277,845,ok,broader_english,Clinical-Eng;Eng-AAE;Eng-NA;Eng-UK,spaCy: CHAT text
earlier_talkbank,spacy_chat,no_be,overall,1.4599999999999995,7.262102164762468e-07,3792185,1796413,8821,4233,ok,broader_english,Clinical-Eng;Eng-AAE;Eng-NA;Eng-UK,spaCy: CHAT text
earlier_talkbank,spacy_chat,no_be,0-12mo,1.4299999999999995,8.738270021730256e-06,186696,90384,1194,1121,ok,broader_english,Clinical-Eng;Eng-AAE;Eng-NA;Eng-UK,spaCy: CHAT text
earlier_talkbank,spacy_chat,no_be,12-24mo,1.4599999999999995,5.783620301470302e-07,561660,210792,2581,1640,ok,broader_english,Clinical-Eng;Eng-AAE;Eng-NA;Eng-UK,spaCy: CHAT text
earlier_talkbank,spacy_chat,no_be,24-36mo,1.479999999999999,7.649851859779133e-07,1601873,745828,5081,2599,ok,broader_english,Clinical-Eng;Eng-AAE;Eng-NA;Eng-UK,spaCy: CHAT text
earlier_talkbank,spacy_chat,no_be,36-48mo,1.4099999999999997,1.9592365771628267e-06,715524,365887,3858,2114,ok,broader_english,Clinical-Eng;Eng-AAE;Eng-NA;Eng-UK,spaCy: CHAT text
earlier_talkbank,spacy_chat,no_be,48-60mo,1.4099999999999997,2.5833130356278745e-06,346240,188549,2723,1656,ok,broader_english,Clinical-Eng;Eng-AAE;Eng-NA;Eng-UK,spaCy: CHAT text
earlier_talkbank,spacy_chat,no_be,60-72mo,1.4299999999999995,2.002249792486058e-06,195959,104003,1587,1133,ok,broader_english,Clinical-Eng;Eng-AAE;Eng-NA;Eng-UK,spaCy: CHAT text
earlier_talkbank,spacy_chat,no_be,72-84mo,1.479999999999999,1.3979807922284472e-07,95973,49605,961,841,ok,broader_english,Clinical-Eng;Eng-AAE;Eng-NA;Eng-UK,spaCy: CHAT text
earlier_talkbank,spacy_chat,no_be,84-96mo,1.4699999999999993,7.384743202047776e-07,88206,41354,894,844,ok,broader_english,Clinical-Eng;Eng-AAE;Eng-NA;Eng-UK,spaCy: CHAT text
earlier_talkbank,ud_strict,all,overall,1.4699999999999993,7.80132166059652e-07,1607773,766392,5144,2617,ok,eng_na,Eng-NA,UD: strict rule
earlier_talkbank,ud_strict,all,0-12mo,1.3999999999999997,1.0352596100118782e-05,135499,67751,857,863,ok,eng_na,Eng-NA,UD: strict rule
earlier_talkbank,ud_strict,all,12-24mo,1.4399999999999995,7.516693674720634e-07,326069,118443,1730,1115,ok,eng_na,Eng-NA,UD: strict rule
earlier_talkbank,ud_strict,all,24-36mo,1.4199999999999997,1.2636104422633644e-06,507763,251406,2621,1468,ok,eng_na,Eng-NA,UD: strict rule
earlier_talkbank,ud_strict,all,36-48mo,1.4099999999999997,8.237302266163107e-07,254344,131440,2199,1250,ok,eng_na,Eng-NA,UD: strict rule
earlier_talkbank,ud_strict,all,48-60mo,1.4099999999999997,6.543806897391722e-07,143539,79334,1678,1076,ok,eng_na,Eng-NA,UD: strict rule
earlier_talkbank,ud_strict,all,60-72mo,1.4399999999999995,1.2392610151273854e-06,117590,59548,1211,860,ok,eng_na,Eng-NA,UD: strict rule
earlier_talkbank,ud_strict,all,72-84mo,1.4199999999999997,3.838833709564291e-07,58898,29573,698,651,ok,eng_na,Eng-NA,UD: strict rule
earlier_talkbank,ud_strict,all,84-96mo,1.4999999999999991,1.1644733473260408e-06,64071,28897,676,674,ok,eng_na,Eng-NA,UD: strict rule
earlier_talkbank,ud_strict,no_be,overall,1.489999999999999,1.324436863006042e-06,1607773,727465,4548,2616,ok,eng_na,Eng-NA,UD: strict rule
earlier_talkbank,ud_strict,no_be,0-12mo,1.4399999999999995,2.905813971414316e-05,135499,64581,692,862,ok,eng_na,Eng-NA,UD: strict rule
earlier_talkbank,ud_strict,no_be,12-24mo,1.479999999999999,1.7258985996816777e-06,326069,111031,1408,1114,ok,eng_na,Eng-NA,UD: strict rule
earlier_talkbank,ud_strict,no_be,24-36mo,1.4499999999999995,2.054255457047021e-06,507763,238262,2276,1467,ok,eng_na,Eng-NA,UD: strict rule
earlier_talkbank,ud_strict,no_be,36-48mo,1.4399999999999995,1.4514528889619903e-06,254344,125147,1936,1249,ok,eng_na,Eng-NA,UD: strict rule
earlier_talkbank,ud_strict,no_be,48-60mo,1.4499999999999995,1.2674179151751584e-06,143539,75834,1466,1075,ok,eng_na,Eng-NA,UD: strict rule
earlier_talkbank,ud_strict,no_be,60-72mo,1.479999999999999,3.3247685592890075e-06,117590,56743,1035,859,ok,eng_na,Eng-NA,UD: strict rule
earlier_talkbank,ud_strict,no_be,72-84mo,1.4699999999999993,1.2141671769336369e-06,58898,28181,565,650,ok,eng_na,Eng-NA,UD: strict rule
earlier_talkbank,ud_strict,no_be,84-96mo,1.5499999999999994,1.563199659144586e-06,64071,27686,560,673,ok,eng_na,Eng-NA,UD: strict rule
earlier_talkbank,ud_copula,all,overall,1.479999999999999,4.3702211889091363e-07,1607773,1009644,6235,2621,ok,eng_na,Eng-NA,UD: includes copulas
earlier_talkbank,ud_copula,all,0-12mo,1.4399999999999995,6.686753931755988e-06,135499,85432,1063,863,ok,eng_na,Eng-NA,UD: includes copulas
earlier_talkbank,ud_copula,all,12-24mo,1.4699999999999993,4.984699482667684e-07,326069,160642,2118,1117,ok,eng_na,Eng-NA,UD: includes copulas
earlier_talkbank,ud_copula,all,24-36mo,1.4399999999999995,7.178289272572369e-07,507763,334538,3208,1468,ok,eng_na,Eng-NA,UD: includes copulas
earlier_talkbank,ud_copula,all,36-48mo,1.4299999999999995,4.365048154352127e-07,254344,173148,2727,1250,ok,eng_na,Eng-NA,UD: includes copulas
earlier_talkbank,ud_copula,all,48-60mo,1.4399999999999995,3.350339544089381e-07,143539,102751,2080,1077,ok,eng_na,Eng-NA,UD: includes copulas
earlier_talkbank,ud_copula,all,60-72mo,1.4699999999999993,6.873681351368476e-07,117590,77346,1520,860,ok,eng_na,Eng-NA,UD: includes copulas
earlier_talkbank,ud_copula,all,72-84mo,1.4599999999999995,1.4750415406354457e-07,58898,38429,960,652,ok,eng_na,Eng-NA,UD: includes copulas
earlier_talkbank,ud_copula,all,84-96mo,1.5299999999999994,2.9032520435606777e-07,64071,37358,924,675,ok,eng_na,Eng-NA,UD: includes copulas
earlier_talkbank,ud_copula,no_be,overall,1.489999999999999,1.3248085422799002e-06,1607773,727902,4556,2620,ok,eng_na,Eng-NA,UD: includes copulas
earlier_talkbank,ud_copula,no_be,0-12mo,1.4399999999999995,2.902578492682341e-05,135499,64624,693,862,ok,eng_na,Eng-NA,UD: includes copulas
earlier_talkbank,ud_copula,no_be,12-24mo,1.479999999999999,1.7291682837845104e-06,326069,111102,1413,1116,ok,eng_na,Eng-NA,UD: includes copulas
earlier_talkbank,ud_copula,no_be,24-36mo,1.4499999999999995,2.0528963761818608e-06,507763,238394,2281,1467,ok,eng_na,Eng-NA,UD: includes copulas
earlier_talkbank,ud_copula,no_be,36-48mo,1.4399999999999995,1.452958597738057e-06,254344,125222,1940,1249,ok,eng_na,Eng-NA,UD: includes copulas
earlier_talkbank,ud_copula,no_be,48-60mo,1.4499999999999995,1.2637928665416073e-06,143539,75877,1471,1076,ok,eng_na,Eng-NA,UD: includes copulas
earlier_talkbank,ud_copula,no_be,60-72mo,1.479999999999999,3.317690984023478e-06,117590,56774,1036,859,ok,eng_na,Eng-NA,UD: includes copulas
earlier_talkbank,ud_copula,no_be,72-84mo,1.4699999999999993,1.195627921049875e-06,58898,28202,568,651,ok,eng_na,Eng-NA,UD: includes copulas
earlier_talkbank,ud_copula,no_be,84-96mo,1.5499999999999994,1.558215766449572e-06,64071,27707,561,674,ok,eng_na,Eng-NA,UD: includes copulas
earlier_talkbank,spacy_chat,all,overall,1.4499999999999995,5.031226936443339e-07,1607773,1081580,6834,2857,ok,eng_na,Eng-NA,spaCy: CHAT text
earlier_talkbank,spacy_chat,all,0-12mo,1.4199999999999997,5.99068547336273e-06,135499,89690,1116,913,ok,eng_na,Eng-NA,spaCy: CHAT text
earlier_talkbank,spacy_chat,all,12-24mo,1.4299999999999995,4.934276667951272e-07,326069,179678,2252,1191,ok,eng_na,Eng-NA,spaCy: CHAT text
earlier_talkbank,spacy_chat,all,24-36mo,1.4199999999999997,6.202760828543575e-07,507763,359064,3401,1576,ok,eng_na,Eng-NA,spaCy: CHAT text
earlier_talkbank,spacy_chat,all,36-48mo,1.4099999999999997,6.31635772727639e-07,254344,184614,2831,1327,ok,eng_na,Eng-NA,spaCy: CHAT text
earlier_talkbank,spacy_chat,all,48-60mo,1.4099999999999997,7.912362164508002e-07,143539,107932,2185,1158,ok,eng_na,Eng-NA,spaCy: CHAT text
earlier_talkbank,spacy_chat,all,60-72mo,1.4599999999999995,7.958052523722931e-07,117590,81305,1561,949,ok,eng_na,Eng-NA,spaCy: CHAT text
earlier_talkbank,spacy_chat,all,72-84mo,1.4599999999999995,1.496472332407834e-07,58898,40231,1003,695,ok,eng_na,Eng-NA,spaCy: CHAT text
earlier_talkbank,spacy_chat,all,84-96mo,1.4999999999999991,6.247684238336915e-07,64071,39066,949,723,ok,eng_na,Eng-NA,spaCy: CHAT text
earlier_talkbank,spacy_chat,no_be,overall,1.4499999999999995,1.2378814446469691e-06,1607773,781426,5263,2856,ok,eng_na,Eng-NA,spaCy: CHAT text
earlier_talkbank,spacy_chat,no_be,0-12mo,1.4199999999999997,1.890018488108218e-05,135499,68114,814,912,ok,eng_na,Eng-NA,spaCy: CHAT text
earlier_talkbank,spacy_chat,no_be,12-24mo,1.4299999999999995,1.4345817098537823e-06,326069,124343,1665,1190,ok,eng_na,Eng-NA,spaCy: CHAT text
earlier_talkbank,spacy_chat,no_be,24-36mo,1.4199999999999997,1.6044771650849935e-06,507763,256426,2587,1575,ok,eng_na,Eng-NA,spaCy: CHAT text
earlier_talkbank,spacy_chat,no_be,36-48mo,1.3999999999999997,1.7865551893091964e-06,254344,133711,2163,1326,ok,eng_na,Eng-NA,spaCy: CHAT text
earlier_talkbank,spacy_chat,no_be,48-60mo,1.4099999999999997,2.537621672208469e-06,143539,80215,1655,1157,ok,eng_na,Eng-NA,spaCy: CHAT text
earlier_talkbank,spacy_chat,no_be,60-72mo,1.4499999999999995,3.044626491303773e-06,117590,59947,1155,948,ok,eng_na,Eng-NA,spaCy: CHAT text
earlier_talkbank,spacy_chat,no_be,72-84mo,1.4599999999999995,8.118145407317758e-07,58898,29516,637,694,ok,eng_na,Eng-NA,spaCy: CHAT text
earlier_talkbank,spacy_chat,no_be,84-96mo,1.5099999999999991,2.3524694100322674e-06,64071,29154,661,722,ok,eng_na,Eng-NA,spaCy: CHAT text
