collection,corpus,transcript,utterance_id,classification,multiplicity,alignment_basis,spacy_subject_surface,spacy_verb_surface,spacy_subject_lemma,spacy_verb_lemma,spacy_verb_pos,ud_subject_surface,ud_verb_surface,ud_subject_lemma,ud_verb_lemma,ud_verb_pos
Eng-NA,Champaign,Champaign/21P/51G.cha,271,both,1,surface_forms,baby,have,baby,have,VERB,baby,have,baby,have,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,283,both,1,surface_forms,who,wants,who,want,VERB,who,wants,who,want,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,285,both,1,surface_forms,you,want,you,want,VERB,you,want,you,want,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,294,both,1,surface_forms,you,want,you,want,VERB,you,want,you,want,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,304,both,1,surface_forms,bear,going,bear,go,VERB,bear,going,bear,go,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,306,both,1,surface_forms,who,gets,who,get,VERB,who,gets,who,get,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,316,both,1,surface_forms,who,gets,who,get,VERB,who,gets,who,get,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,330,both,1,surface_forms,you,want,you,want,VERB,you,want,you,want,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,333,both,1,surface_forms,who,gets,who,get,VERB,who,gets,who,get,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,337,both,1,surface_forms,baby,gets,baby,get,VERB,baby,gets,baby,get,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,341,both,1,surface_forms,you,need,you,need,VERB,you,need,you,need,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,347,both,1,surface_forms,who,wants,who,want,VERB,who,wants,who,want,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,352,both,1,surface_forms,we,put,we,put,VERB,we,put,we,put,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,353,both,1,surface_forms,mama,have,mama,have,VERB,mama,have,mama,have,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,354,both,1,surface_forms,I,put,i,put,VERB,I,put,i,put,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,356,both,1,surface_forms,you,want,you,want,VERB,you,want,you,want,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,360,both,1,surface_forms,baby,has,baby,have,VERB,baby,has,baby,have,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,378,both,1,surface_forms,baby,has,baby,have,VERB,baby,has,baby,have,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,382,both,1,surface_forms,you,like,you,like,VERB,you,like,you,like,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,385,both,1,surface_forms,you,want,you,want,VERB,you,want,you,want,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,391,both,1,surface_forms,who,wants,who,want,VERB,who,wants,who,want,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,403,both,1,surface_forms,you,want,you,want,VERB,you,want,you,want,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,407,both,1,surface_forms,mama,have,mama,have,VERB,mama,have,mama,have,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,408,both,1,surface_forms,I,have,i,have,VERB,I,have,i,have,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,410,both,1,surface_forms,you,want,you,want,VERB,you,want,you,want,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,412,both,1,surface_forms,who,wants,who,want,VERB,who,wants,who,want,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,419,both,1,surface_forms,mommy,have,mommy,have,VERB,mommy,have,mommy,have,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,421,both,1,surface_forms,you,want,you,want,VERB,you,want,you,want,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,425,both,1,surface_forms,you,want,you,want,VERB,you,want,you,want,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,430,both,1,surface_forms,you,want,you,want,VERB,you,want,you,want,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,432,both,1,surface_forms,you,have,you,have,VERB,you,have,you,have,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,433,both,1,surface_forms,you,want,you,want,VERB,you,want,you,want,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,434,both,1,surface_forms,it,has,it,have,VERB,it,has,it,have,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,436,both,1,surface_forms,you,want,you,want,VERB,you,want,you,want,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,437,both,1,surface_forms,you,want,you,want,VERB,you,want,you,want,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,444,both,1,surface_forms,you,eating,you,eat,VERB,you,eating,you,eat,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,446,both,1,surface_forms,I,need,i,need,VERB,I,need,i,need,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,452,both,1,surface_forms,baby,need,baby,need,VERB,baby,need,baby,need,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,454,both,1,surface_forms,you,want,you,want,VERB,you,want,you,want,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,455,both,1,surface_forms,you,go,you,go,VERB,you,go,you,go,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,457,both,1,surface_forms,you,reach,you,reach,VERB,you,reach,you,reach,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,461,both,1,surface_forms,you,want,you,want,VERB,you,want,you,want,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,472,both,1,surface_forms,you,get,you,get,VERB,you,get,you,get,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,476,both,1,surface_forms,you,go,you,go,VERB,you,go,you,go,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,482,both,1,surface_forms,I,have,i,have,VERB,I,have,i,have,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,483,both,1,surface_forms,I,have,i,have,VERB,I,have,i,have,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,499,both,1,surface_forms,you,need,you,need,VERB,you,need,you,need,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,511,both,1,surface_forms,I,feed,i,feed,VERB,I,feed,i,feed,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,533,both,1,surface_forms,you,get,you,get,VERB,you,get,you,get,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,535,both,1,surface_forms,bowls,go,bowl,go,VERB,bowls,go,bowl,go,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,543,both,1,surface_forms,I,get,i,get,VERB,I,get,i,get,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,547,both,1,surface_forms,plates,go,plate,go,VERB,plates,go,plate,go,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,550,both,1,surface_forms,that,stays,that,stay,VERB,that,stays,that,stay,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,552,both,1,surface_forms,you,want,you,want,VERB,you,want,you,want,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,563,both,1,surface_forms,you,have,you,have,VERB,you,have,you,have,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,566,both,1,surface_forms,spoons,go,spoon,go,VERB,spoons,go,spoon,go,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,568,both,1,surface_forms,you,want,you,want,VERB,you,want,you,want,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,568,both,1,surface_forms,you,put,you,put,VERB,you,put,you,put,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,573,both,1,surface_forms,I,dropped,i,drop,VERB,I,dropped,i,drop,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,574,both,1,surface_forms,you,find,you,find,VERB,you,find,you,find,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,575,both,1,surface_forms,you,get,you,get,VERB,you,get,you,get,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,577,both,1,surface_forms,you,see,you,see,VERB,you,see,you,see,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,581,both,1,surface_forms,you,find,you,find,VERB,you,find,you,find,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,586,both,1,surface_forms,you,remember,you,remember,VERB,you,remember,you,remember,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,587,both,1,surface_forms,they,go,they,go,VERB,they,go,they,go,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,594,both,1,surface_forms,you,put,you,put,VERB,you,put,you,put,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,596,both,1,surface_forms,you,get,you,get,VERB,you,get,you,get,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,597,both,1,surface_forms,you,want,you,want,VERB,you,want,you,want,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,603,both,1,surface_forms,you,putting,you,put,VERB,you,putting,you,put,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,604,both,1,surface_forms,I,think,i,think,VERB,I,think,i,think,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,607,both,1,surface_forms,honey,put,honey,put,VERB,honey,put,honey,put,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,608,both,1,surface_forms,you,go,you,go,VERB,you,go,you,go,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,609,both,1,surface_forms,we,put,we,put,VERB,we,put,we,put,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,615,both,1,surface_forms,we,close,we,close,VERB,we,close,we,close,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,619,both,1,surface_forms,we,put,we,put,VERB,we,put,we,put,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,626,both,1,surface_forms,we,put,we,put,VERB,we,put,we,put,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,630,both,1,surface_forms,you,want,you,want,VERB,you,want,you,want,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,632,both,1,surface_forms,you,want,you,want,VERB,you,want,you,want,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,633,both,1,surface_forms,he,sit,he,sit,VERB,he,sit,he,sit,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,636,both,1,surface_forms,you,want,you,want,VERB,you,want,you,want,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,637,both,1,surface_forms,you,want,you,want,VERB,you,want,you,want,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,650,both,1,surface_forms,you,ate,you,eat,VERB,you,ate,you,eat,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,654,both,1,surface_forms,you,need,you,need,VERB,you,need,you,need,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,656,both,1,surface_forms,I,help,i,help,VERB,I,help,i,help,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,670,both,1,surface_forms,you,fake,you,fake,VERB,you,fake,you,fake,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,673,both,1,surface_forms,you,think,you,think,VERB,you,think,you,think,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,673,both,1,surface_forms,we,build,we,build,VERB,we,build,we,build,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,677,both,1,surface_forms,you,knock,you,knock,VERB,you,knock,you,knock,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,682,both,1,surface_forms,we,build,we,build,VERB,we,build,we,build,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,687,both,1,surface_forms,I,come,i,come,VERB,I,come,i,come,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,688,both,1,surface_forms,we,build,we,build,VERB,we,build,we,build,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,695,both,1,surface_forms,you,turning,you,turn,VERB,you,turning,you,turn,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,696,both,1,surface_forms,you,get,you,get,VERB,you,get,you,get,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,699,both,1,surface_forms,we,forgot,we,forget,VERB,we,forgot,we,forget,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,700,both,1,surface_forms,you,burn,you,burn,VERB,you,burn,you,burn,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,703,both,1,surface_forms,timer,go,timer,go,VERB,timer,go,timer,go,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,704,both,1,surface_forms,it,go,it,go,VERB,it,go,it,go,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,712,both,1,surface_forms,you,know,you,know,VERB,you,know,you,know,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,715,both,1,surface_forms,you,have,you,have,VERB,you,have,you,have,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,721,both,1,surface_forms,you,get,you,get,VERB,you,get,you,get,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,726,both,1,surface_forms,I,go,i,go,VERB,I,go,i,go,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,727,both,1,surface_forms,I,get,i,get,VERB,I,get,i,get,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,729,both,1,surface_forms,who,gets,who,get,VERB,who,gets,who,get,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,739,both,1,surface_forms,baby,get,baby,get,VERB,baby,get,baby,get,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,741,both,1,surface_forms,I,get,i,get,VERB,I,get,i,get,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,749,both,1,surface_forms,you,have,you,have,VERB,you,have,you,have,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,757,both,1,surface_forms,you,setting,you,set,VERB,you,setting,you,set,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,759,both,1,surface_forms,it,going,it,go,VERB,it,going,it,go,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,763,both,1,surface_forms,you,playing,you,play,VERB,you,playing,you,play,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,766,both,1,surface_forms,you,take,you,take,VERB,you,take,you,take,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,767,both,1,surface_forms,it,moves,it,move,VERB,it,moves,it,move,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,774,both,1,surface_forms,what,says,what,say,VERB,what,says,what,say,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,803,both,1,surface_forms,you,bring,you,bring,VERB,you,bring,you,bring,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,803,both,1,surface_forms,we,show,we,show,VERB,we,show,we,show,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,812,both,1,surface_forms,you,love,you,love,VERB,you,love,you,love,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,819,both,1,surface_forms,you,find,you,find,VERB,you,find,you,find,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,822,both,1,surface_forms,they,are,they,be,AUX,they,are,they,be,AUX
Eng-NA,Champaign,Champaign/21P/51G.cha,826,both,1,surface_forms,you,found,you,find,VERB,you,found,you,find,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,833,both,1,surface_forms,you,find,you,find,VERB,you,find,you,find,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,835,both,1,surface_forms,you,know,you,know,VERB,you,know,you,know,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,838,both,1,surface_forms,you,see,you,see,VERB,you,see,you,see,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,842,both,1,surface_forms,you,want,you,want,VERB,you,want,you,want,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,850,both,1,surface_forms,you,stepped,you,step,VERB,you,stepped,you,step,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,864,both,1,surface_forms,you,see,you,see,VERB,you,see,you,see,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,867,both,1,surface_forms,you,trying,you,try,VERB,you,trying,you,try,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,869,both,1,surface_forms,you,looking,you,look,VERB,you,looking,you,look,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,874,both,1,surface_forms,you,know,you,know,VERB,you,know,you,know,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,874,both,1,surface_forms,cups,were,cup,be,AUX,cups,were,cup,be,AUX
Eng-NA,Champaign,Champaign/21P/51G.cha,879,both,1,surface_forms,I,see,i,see,VERB,I,see,i,see,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,888,both,1,surface_forms,bear,gets,bear,get,VERB,bear,gets,bear,get,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,891,both,1,surface_forms,you,get,you,get,VERB,you,get,you,get,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,894,both,1,surface_forms,you,want,you,want,VERB,you,want,you,want,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,910,both,1,surface_forms,I,got,i,get,VERB,I,got,i,get,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,912,both,1,surface_forms,you,see,you,see,VERB,you,see,you,see,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,913,both,1,surface_forms,they,take,they,take,VERB,they,take,they,take,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,917,both,1,surface_forms,they,have,they,have,VERB,they,have,they,have,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,918,both,1,surface_forms,they,grow,they,grow,VERB,they,grow,they,grow,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,918,both,1,surface_forms,it,looks,it,look,VERB,it,looks,it,look,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,930,both,1,surface_forms,you,want,you,want,VERB,you,want,you,want,VERB
Eng-NA,HSLLD,HSLLD/HV5/LW/alilw5.cha,1,both,1,surface_forms,you,write,you,write,VERB,you,write,you,write,VERB
Eng-NA,HSLLD,HSLLD/HV5/LW/alilw5.cha,3,both,1,surface_forms,you,can,you,can,AUX,you,can,you,can,AUX
Eng-NA,HSLLD,HSLLD/HV5/LW/alilw5.cha,6,both,1,surface_forms,I,love,i,love,VERB,I,love,i,love,VERB
Eng-NA,HSLLD,HSLLD/HV5/LW/alilw5.cha,9,both,1,surface_forms,I,love,i,love,VERB,I,love,i,love,VERB
Eng-NA,HSLLD,HSLLD/HV5/LW/alilw5.cha,11,both,1,surface_forms,I,read,i,read,VERB,I,read,i,read,VERB
Eng-NA,HSLLD,HSLLD/HV5/LW/alilw5.cha,12,both,1,surface_forms,hasta,read,hasta,read,VERB,hasta,read,hasta,read,VERB
Eng-NA,HSLLD,HSLLD/HV5/LW/alilw5.cha,22,both,1,surface_forms,you,say,you,say,VERB,you,say,you,say,VERB
Eng-NA,HSLLD,HSLLD/HV5/LW/alilw5.cha,23,both,1,surface_forms,you,write,you,write,VERB,you,write,you,write,VERB
Eng-NA,MacWhinney,MacWhinney/040316d.cha,5,both,1,surface_forms,you,read,you,read,VERB,you,read,you,read,VERB
Eng-NA,MacWhinney,MacWhinney/040316d.cha,7,both,1,surface_forms,I,wonder,i,wonder,VERB,I,wonder,i,wonder,VERB
Eng-NA,MacWhinney,MacWhinney/040316d.cha,9,both,1,surface_forms,I,know,i,know,VERB,I,know,i,know,VERB
Eng-NA,MacWhinney,MacWhinney/040316d.cha,23,both,1,surface_forms,it,goes,it,go,VERB,it,goes,it,go,VERB
Eng-NA,MacWhinney,MacWhinney/040316d.cha,25,both,1,surface_forms,it,look,it,look,VERB,it,look,it,look,VERB
Eng-NA,MacWhinney,MacWhinney/040316d.cha,39,both,1,surface_forms,it,look,it,look,VERB,it,look,it,look,VERB
Eng-NA,MacWhinney,MacWhinney/040316d.cha,41,both,1,surface_forms,I,wonder,i,wonder,VERB,I,wonder,i,wonder,VERB
Eng-NA,MacWhinney,MacWhinney/040316d.cha,41,both,1,surface_forms,it,is,it,be,AUX,it,is,it,be,AUX
Eng-NA,MacWhinney,MacWhinney/040316d.cha,42,both,1,surface_forms,you,want,you,want,VERB,you,want,you,want,VERB
Eng-NA,MacWhinney,MacWhinney/040316d.cha,43,both,1,surface_forms,I,figure,i,figure,VERB,I,figure,i,figure,VERB
Eng-NA,MacWhinney,MacWhinney/040316d.cha,63,both,1,surface_forms,I,wonder,i,wonder,VERB,I,wonder,i,wonder,VERB
Eng-NA,MacWhinney,MacWhinney/040316d.cha,64,both,1,surface_forms,I,figure,i,figure,VERB,I,figure,i,figure,VERB
Eng-NA,MacWhinney,MacWhinney/040316d.cha,66,both,1,surface_forms,Ross,let,ross,let,VERB,Ross,let,ross,let,VERB
Eng-NA,MacWhinney,MacWhinney/040316d.cha,68,both,1,surface_forms,it,mean,it,mean,VERB,it,mean,it,mean,VERB
Eng-NA,MacWhinney,MacWhinney/040316d.cha,71,both,1,surface_forms,it,mean,it,mean,VERB,it,mean,it,mean,VERB
Eng-NA,MacWhinney,MacWhinney/040316d.cha,80,both,1,surface_forms,it,mean,it,mean,VERB,it,mean,it,mean,VERB
Eng-NA,MacWhinney,MacWhinney/040316d.cha,89,both,1,surface_forms,you,know,you,know,VERB,you,know,you,know,VERB
Eng-NA,MacWhinney,MacWhinney/040316d.cha,89,both,1,surface_forms,Benu,has,benu,have,VERB,Benu,has,benu,have,VERB
Eng-NA,MacWhinney,MacWhinney/040316d.cha,92,both,1,surface_forms,I,know,i,know,VERB,I,know,i,know,VERB
Eng-NA,MacWhinney,MacWhinney/040316d.cha,98,both,1,surface_forms,it,has,it,have,VERB,it,has,it,have,VERB
Eng-NA,MacWhinney,MacWhinney/040316d.cha,100,both,1,surface_forms,it,goes,it,go,VERB,it,goes,it,go,VERB
Eng-NA,MacWhinney,MacWhinney/040316d.cha,105,both,1,surface_forms,I,know,i,know,VERB,I,know,i,know,VERB
Eng-NA,MacWhinney,MacWhinney/040316d.cha,106,both,1,surface_forms,I,know,i,know,VERB,I,know,i,know,VERB
Eng-NA,MacWhinney,MacWhinney/040316d.cha,106,both,1,surface_forms,he,has,he,have,VERB,he,has,he,have,VERB
Eng-NA,MacWhinney,MacWhinney/040316d.cha,109,both,1,surface_forms,we,know,we,know,VERB,we,know,we,know,VERB
Eng-NA,MacWhinney,MacWhinney/040316d.cha,113,both,1,surface_forms,I,know,i,know,VERB,I,know,i,know,VERB
Eng-NA,MacWhinney,MacWhinney/040316d.cha,118,both,1,surface_forms,he,has,he,have,VERB,he,has,he,have,VERB
Eng-NA,MacWhinney,MacWhinney/040316d.cha,129,both,1,surface_forms,I,know,i,know,VERB,I,know,i,know,VERB
Eng-NA,MacWhinney,MacWhinney/040316d.cha,130,both,1,surface_forms,you,have,you,have,VERB,you,have,you,have,VERB
Eng-NA,MacWhinney,MacWhinney/040316d.cha,149,both,1,surface_forms,you,have,you,have,VERB,you,have,you,have,VERB
Eng-NA,MacWhinney,MacWhinney/040316d.cha,155,both,1,surface_forms,it,means,it,mean,VERB,it,means,it,mean,VERB
Eng-NA,MacWhinney,MacWhinney/040316d.cha,155,both,1,surface_forms,I,love,i,love,VERB,I,love,i,love,VERB
Eng-NA,MacWhinney,MacWhinney/040316d.cha,158,both,1,surface_forms,Ross,ask,ross,ask,VERB,Ross,ask,ross,ask,VERB
Eng-NA,MacWhinney,MacWhinney/040316d.cha,158,both,1,surface_forms,I,ask,i,ask,VERB,I,ask,i,ask,VERB
Eng-NA,MacWhinney,MacWhinney/040316d.cha,166,both,1,surface_forms,you,crash,you,crash,VERB,you,crash,you,crash,VERB
Eng-NA,MacWhinney,MacWhinney/040316d.cha,170,both,1,surface_forms,you,use,you,use,VERB,you,use,you,use,VERB
Eng-NA,MacWhinney,MacWhinney/040316d.cha,172,both,1,surface_forms,you,know,you,know,VERB,you,know,you,know,VERB
Eng-NA,MacWhinney,MacWhinney/040316d.cha,172,both,1,surface_forms,we,have,we,have,VERB,we,have,we,have,VERB
Eng-NA,MacWhinney,MacWhinney/040316d.cha,175,both,1,surface_forms,you,use,you,use,VERB,you,use,you,use,VERB
Eng-NA,MacWhinney,MacWhinney/040316d.cha,179,both,1,surface_forms,you,have,you,have,VERB,you,have,you,have,VERB
Eng-NA,MacWhinney,MacWhinney/040316d.cha,182,both,1,surface_forms,you,need,you,need,VERB,you,need,you,need,VERB
Eng-NA,MacWhinney,MacWhinney/040316d.cha,184,both,1,surface_forms,you,use,you,use,VERB,you,use,you,use,VERB
Eng-NA,MacWhinney,MacWhinney/040316d.cha,187,both,1,surface_forms,we,took,we,take,VERB,we,took,we,take,VERB
Eng-NA,MacWhinney,MacWhinney/040316d.cha,190,both,1,surface_forms,ceiling,fall,ceiling,fall,VERB,ceiling,fall,ceiling,fall,VERB
Eng-NA,MacWhinney,MacWhinney/040316d.cha,192,both,1,surface_forms,we,have,we,have,VERB,we,have,we,have,VERB
Eng-NA,MacWhinney,MacWhinney/040316d.cha,193,both,1,surface_forms,they,hold,they,hold,VERB,they,hold,they,hold,VERB
Eng-NA,MacWhinney,MacWhinney/040316d.cha,220,both,1,surface_forms,you,love,you,love,VERB,you,love,you,love,VERB
Eng-NA,MacWhinney,MacWhinney/040316d.cha,222,both,1,surface_forms,you,love,you,love,VERB,you,love,you,love,VERB
Eng-NA,MacWhinney,MacWhinney/040316d.cha,224,both,1,surface_forms,you,love,you,love,VERB,you,love,you,love,VERB
Eng-NA,MacWhinney,MacWhinney/040316d.cha,235,both,1,surface_forms,they,do,they,do,VERB,they,do,they,do,VERB
Eng-NA,MacWhinney,MacWhinney/040316d.cha,237,both,1,surface_forms,what,happens,what,happen,VERB,what,happens,what,happen,VERB
Eng-NA,MacWhinney,MacWhinney/040316d.cha,255,both,1,surface_forms,you,know,you,know,VERB,you,know,you,know,VERB
Eng-NA,MacWhinney,MacWhinney/040316d.cha,255,both,1,surface_forms,grandpa,is,grandpa,be,AUX,grandpa,is,grandpa,be,AUX
Eng-NA,MacWhinney,MacWhinney/040316d.cha,257,both,1,surface_forms,you,know,you,know,VERB,you,know,you,know,VERB
Eng-NA,MacWhinney,MacWhinney/040316d.cha,259,both,1,surface_forms,you,know,you,know,VERB,you,know,you,know,VERB
Eng-NA,MacWhinney,MacWhinney/040316d.cha,268,both,1,surface_forms,you,know,you,know,VERB,you,know,you,know,VERB
