collection,corpus,transcript,utterance_id,classification,multiplicity,alignment_basis,spacy_subject_surface,spacy_verb_surface,spacy_subject_lemma,spacy_verb_lemma,spacy_verb_pos,ud_subject_surface,ud_verb_surface,ud_subject_lemma,ud_verb_lemma,ud_verb_pos
Eng-NA,Champaign,Champaign/21P/51G.cha,508,spacy_only,1,surface_forms,you,gon,you,go,VERB,,,,,
Eng-NA,Champaign,Champaign/21P/51G.cha,517,spacy_only,1,surface_forms,you,'re,you,be,AUX,,,,,
Eng-NA,Champaign,Champaign/21P/51G.cha,518,spacy_only,1,surface_forms,it,is,it,be,AUX,,,,,
Eng-NA,Champaign,Champaign/21P/51G.cha,522,spacy_only,1,surface_forms,they,'re,they,be,AUX,,,,,
Eng-NA,Champaign,Champaign/21P/51G.cha,530,spacy_only,1,surface_forms,that,'s,that,be,AUX,,,,,
Eng-NA,Champaign,Champaign/21P/51G.cha,541,spacy_only,1,surface_forms,they,'re,they,be,AUX,,,,,
Eng-NA,Champaign,Champaign/21P/51G.cha,546,spacy_only,1,surface_forms,that,'s,that,be,AUX,,,,,
Eng-NA,Champaign,Champaign/21P/51G.cha,546,spacy_only,1,surface_forms,plates,go,plate,go,VERB,,,,,
Eng-NA,Champaign,Champaign/21P/51G.cha,552,spacy_only,1,surface_forms,me,help,i,help,VERB,,,,,
Eng-NA,Champaign,Champaign/21P/51G.cha,552,spacy_only,1,surface_forms,you,pick,you,pick,VERB,,,,,
Eng-NA,Champaign,Champaign/21P/51G.cha,560,spacy_only,1,surface_forms,we,got,we,get,VERB,,,,,
Eng-NA,Champaign,Champaign/21P/51G.cha,561,spacy_only,1,surface_forms,I,spoon,i,spoon,VERB,,,,,
Eng-NA,Champaign,Champaign/21P/51G.cha,568,spacy_only,1,surface_forms,me,keep,i,keep,VERB,,,,,
Eng-NA,Champaign,Champaign/21P/51G.cha,569,spacy_only,1,surface_forms,I,clean,i,clean,VERB,,,,,
Eng-NA,Champaign,Champaign/21P/51G.cha,586,spacy_only,1,surface_forms,those,go,those,go,VERB,,,,,
Eng-NA,Champaign,Champaign/21P/51G.cha,594,spacy_only,1,surface_forms,I,put,i,put,VERB,,,,,
Eng-NA,Champaign,Champaign/21P/51G.cha,597,spacy_only,1,surface_forms,me,help,i,help,VERB,,,,,
Eng-NA,Champaign,Champaign/21P/51G.cha,604,spacy_only,1,surface_forms,spoon,went,spoon,go,VERB,,,,,
Eng-NA,Champaign,Champaign/21P/51G.cha,605,spacy_only,1,surface_forms,that,'s,that,be,AUX,,,,,
Eng-NA,Champaign,Champaign/21P/51G.cha,605,spacy_only,1,surface_forms,that,fits,that,fit,VERB,,,,,
Eng-NA,Champaign,Champaign/21P/51G.cha,616,spacy_only,1,surface_forms,it,is,it,be,AUX,,,,,
Eng-NA,Champaign,Champaign/21P/51G.cha,630,spacy_only,1,surface_forms,me,grab,i,grab,VERB,,,,,
Eng-NA,Champaign,Champaign/21P/51G.cha,632,spacy_only,1,surface_forms,him,go,he,go,VERB,,,,,
Eng-NA,Champaign,Champaign/21P/51G.cha,643,spacy_only,1,surface_forms,you,gon,you,go,VERB,,,,,
Eng-NA,Champaign,Champaign/21P/51G.cha,644,spacy_only,1,surface_forms,wanna,sing,wanna,sing,VERB,,,,,
Eng-NA,Champaign,Champaign/21P/51G.cha,647,spacy_only,1,surface_forms,you,gon,you,go,VERB,,,,,
Eng-NA,Champaign,Champaign/21P/51G.cha,651,spacy_only,1,surface_forms,they,'re,they,be,AUX,,,,,
Eng-NA,Champaign,Champaign/21P/51G.cha,664,spacy_only,1,surface_forms,you,gon,you,go,VERB,,,,,
Eng-NA,Champaign,Champaign/21P/51G.cha,681,spacy_only,1,surface_forms,we,build,we,build,VERB,,,,,
Eng-NA,Champaign,Champaign/21P/51G.cha,698,spacy_only,1,surface_forms,eggs,are,egg,be,AUX,,,,,
Eng-NA,Champaign,Champaign/21P/51G.cha,712,spacy_only,1,surface_forms,food,is,food,be,AUX,,,,,
Eng-NA,Champaign,Champaign/21P/51G.cha,713,spacy_only,1,surface_forms,food,'s,food,be,AUX,,,,,
Eng-NA,Champaign,Champaign/21P/51G.cha,742,spacy_only,1,surface_forms,you,are,you,be,AUX,,,,,
Eng-NA,Champaign,Champaign/21P/51G.cha,743,spacy_only,1,surface_forms,that,is,that,be,AUX,,,,,
Eng-NA,Champaign,Champaign/21P/51G.cha,743,spacy_only,1,surface_forms,you,gon,you,go,VERB,,,,,
Eng-NA,Champaign,Champaign/21P/51G.cha,751,spacy_only,1,surface_forms,you,got,you,get,VERB,,,,,
Eng-NA,Champaign,Champaign/21P/51G.cha,762,spacy_only,1,surface_forms,that,is,that,be,AUX,,,,,
Eng-NA,Champaign,Champaign/21P/51G.cha,769,spacy_only,1,surface_forms,what,'s,what,be,AUX,,,,,
Eng-NA,Champaign,Champaign/21P/51G.cha,771,spacy_only,1,surface_forms,that,is,that,be,AUX,,,,,
Eng-NA,Champaign,Champaign/21P/51G.cha,773,spacy_only,1,surface_forms,what,'s,what,be,AUX,,,,,
Eng-NA,Champaign,Champaign/21P/51G.cha,774,spacy_only,1,surface_forms,moo,says,moo,say,VERB,,,,,
Eng-NA,Champaign,Champaign/21P/51G.cha,777,spacy_only,1,surface_forms,this,is,this,be,AUX,,,,,
Eng-NA,Champaign,Champaign/21P/51G.cha,779,spacy_only,1,surface_forms,that,is,that,be,AUX,,,,,
Eng-NA,Champaign,Champaign/21P/51G.cha,781,spacy_only,1,surface_forms,horse,say,horse,say,VERB,,,,,
Eng-NA,Champaign,Champaign/21P/51G.cha,789,spacy_only,1,surface_forms,that,is,that,be,AUX,,,,,
Eng-NA,Champaign,Champaign/21P/51G.cha,790,spacy_only,1,surface_forms,that,is,that,be,AUX,,,,,
Eng-NA,Champaign,Champaign/21P/51G.cha,793,spacy_only,1,surface_forms,I,hold,i,hold,VERB,,,,,
Eng-NA,Champaign,Champaign/21P/51G.cha,795,spacy_only,1,surface_forms,h,is,h,be,AUX,,,,,
Eng-NA,Champaign,Champaign/21P/51G.cha,795,spacy_only,1,surface_forms,that,is,that,be,AUX,,,,,
Eng-NA,Champaign,Champaign/21P/51G.cha,799,spacy_only,1,surface_forms,that,'s,that,be,AUX,,,,,
Eng-NA,Champaign,Champaign/21P/51G.cha,813,spacy_only,1,surface_forms,she,is,she,be,AUX,,,,,
Eng-NA,Champaign,Champaign/21P/51G.cha,815,spacy_only,1,surface_forms,that,is,that,be,AUX,,,,,
Eng-NA,Champaign,Champaign/21P/51G.cha,817,spacy_only,1,surface_forms,ears,'s,ear,be,AUX,,,,,
Eng-NA,Champaign,Champaign/21P/51G.cha,821,spacy_only,1,surface_forms,toes,'s,toe,be,AUX,,,,,
Eng-NA,Champaign,Champaign/21P/51G.cha,823,spacy_only,1,surface_forms,they,'re,they,be,AUX,,,,,
Eng-NA,Champaign,Champaign/21P/51G.cha,823,spacy_only,1,surface_forms,they,are,they,be,AUX,,,,,
Eng-NA,Champaign,Champaign/21P/51G.cha,825,spacy_only,1,surface_forms,bear,got,bear,get,VERB,,,,,
Eng-NA,Champaign,Champaign/21P/51G.cha,828,spacy_only,1,surface_forms,ears,'s,ear,be,AUX,,,,,
Eng-NA,Champaign,Champaign/21P/51G.cha,832,spacy_only,1,surface_forms,eyes,'s,eye,be,AUX,,,,,
Eng-NA,Champaign,Champaign/21P/51G.cha,836,spacy_only,1,surface_forms,those,are,those,be,AUX,,,,,
Eng-NA,Champaign,Champaign/21P/51G.cha,842,spacy_only,1,surface_forms,me,hold,i,hold,VERB,,,,,
Eng-NA,Champaign,Champaign/21P/51G.cha,846,spacy_only,1,surface_forms,what,'s,what,be,AUX,,,,,
Eng-NA,Champaign,Champaign/21P/51G.cha,848,spacy_only,1,surface_forms,it,is,it,be,AUX,,,,,
Eng-NA,Champaign,Champaign/21P/51G.cha,854,spacy_only,1,surface_forms,it,is,it,be,AUX,,,,,
Eng-NA,Champaign,Champaign/21P/51G.cha,860,spacy_only,1,surface_forms,nothing,'s,nothing,be,AUX,,,,,
Eng-NA,Champaign,Champaign/21P/51G.cha,880,spacy_only,1,surface_forms,wanna,use,wanna,use,VERB,,,,,
Eng-NA,Champaign,Champaign/21P/51G.cha,885,spacy_only,1,surface_forms,you,gon,you,go,VERB,,,,,
Eng-NA,Champaign,Champaign/21P/51G.cha,904,spacy_only,1,surface_forms,that,is,that,be,AUX,,,,,
Eng-NA,Champaign,Champaign/21P/51G.cha,909,spacy_only,1,surface_forms,this,is,this,be,AUX,,,,,
Eng-NA,Champaign,Champaign/21P/51G.cha,917,spacy_only,1,surface_forms,those,are,those,be,AUX,,,,,
Eng-NA,Champaign,Champaign/21P/51G.cha,923,spacy_only,1,surface_forms,that,is,that,be,AUX,,,,,
Eng-NA,Champaign,Champaign/21P/51G.cha,933,spacy_only,1,surface_forms,you,'d,you,have,AUX,,,,,
Eng-NA,HSLLD,HSLLD/HV5/LW/alilw5.cha,3,spacy_only,1,surface_forms,that,'s,that,be,AUX,,,,,
Eng-NA,HSLLD,HSLLD/HV5/LW/alilw5.cha,5,spacy_only,1,surface_forms,that,'s,that,be,AUX,,,,,
Eng-NA,HSLLD,HSLLD/HV5/LW/alilw5.cha,7,spacy_only,1,surface_forms,this,is,this,be,AUX,,,,,
Eng-NA,HSLLD,HSLLD/HV5/LW/alilw5.cha,12,spacy_only,1,surface_forms,she,hasta,she,hasta,VERB,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,8,spacy_only,1,surface_forms,me,see,i,see,VERB,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,9,spacy_only,1,surface_forms,i,is,i,be,AUX,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,11,spacy_only,1,surface_forms,I,is,i,be,AUX,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,21,spacy_only,1,surface_forms,it,'s,it,be,AUX,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,28,spacy_only,1,surface_forms,me,look,i,look,VERB,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,42,spacy_only,1,surface_forms,me,look,i,look,VERB,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,43,spacy_only,1,surface_forms,me,see,i,see,VERB,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,54,spacy_only,1,surface_forms,that,'s,that,be,AUX,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,59,spacy_only,1,surface_forms,that,'s,that,be,AUX,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,60,spacy_only,1,surface_forms,they,trying,they,try,VERB,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,63,spacy_only,1,surface_forms,y,is,y,be,AUX,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,66,spacy_only,1,surface_forms,me,ask,i,ask,VERB,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,79,spacy_only,1,surface_forms,that,'s,that,be,AUX,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,95,spacy_only,1,surface_forms,'s,see,us,see,VERB,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,96,spacy_only,1,surface_forms,me,ask,i,ask,VERB,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,98,spacy_only,1,surface_forms,he,'s,he,be,AUX,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,99,spacy_only,1,surface_forms,Benu,is,benu,be,AUX,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,101,spacy_only,1,surface_forms,that,'s,that,be,AUX,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,116,spacy_only,1,surface_forms,name,is,name,be,AUX,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,122,spacy_only,1,surface_forms,name,is,name,be,AUX,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,124,spacy_only,1,surface_forms,name,is,name,be,AUX,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,127,spacy_only,1,surface_forms,name,is,name,be,AUX,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,134,spacy_only,1,surface_forms,that,'s,that,be,AUX,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,141,spacy_only,1,surface_forms,'s,see,us,see,VERB,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,151,spacy_only,1,surface_forms,you,'re,you,be,AUX,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,152,spacy_only,1,surface_forms,that,'s,that,be,AUX,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,160,spacy_only,1,surface_forms,bed,is,bed,be,AUX,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,162,spacy_only,1,surface_forms,car,is,car,be,AUX,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,180,spacy_only,1,surface_forms,what,happen,what,happen,VERB,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,188,spacy_only,1,surface_forms,what,happen,what,happen,VERB,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,192,spacy_only,1,surface_forms,that,'s,that,be,AUX,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,197,spacy_only,1,surface_forms,they,are,they,be,AUX,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,201,spacy_only,1,surface_forms,toys,are,toy,be,AUX,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,204,spacy_only,1,surface_forms,they,are,they,be,AUX,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,207,spacy_only,1,surface_forms,they,are,they,be,AUX,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,212,spacy_only,1,surface_forms,difference,'s,difference,be,AUX,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,226,spacy_only,1,surface_forms,she,'s,she,be,AUX,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,241,spacy_only,1,surface_forms,brothers,are,brother,be,AUX,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,247,spacy_only,1,surface_forms,cousins,are,cousin,be,AUX,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,249,spacy_only,1,surface_forms,cousins,are,cousin,be,AUX,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,250,spacy_only,1,surface_forms,they,are,they,be,AUX,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,253,spacy_only,1,surface_forms,they,are,they,be,AUX,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,257,spacy_only,1,surface_forms,grandma,is,grandma,be,AUX,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,259,spacy_only,1,surface_forms,father,is,father,be,AUX,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,263,spacy_only,1,surface_forms,grandpa,is,grandpa,be,AUX,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,265,spacy_only,1,surface_forms,it,'s,it,be,AUX,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,266,spacy_only,1,surface_forms,cats,are,cat,be,AUX,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,270,spacy_only,1,surface_forms,dog,is,dog,be,AUX,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,276,spacy_only,1,surface_forms,you,do,you,do,VERB,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,279,spacy_only,1,surface_forms,that,'s,that,be,AUX,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,280,spacy_only,1,surface_forms,I,show,i,show,VERB,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,299,spacy_only,1,surface_forms,difference,'s,difference,be,AUX,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,311,spacy_only,1,surface_forms,that,walks,that,walk,VERB,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,319,spacy_only,1,surface_forms,name,'s,name,be,AUX,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,321,spacy_only,1,surface_forms,babies,are,baby,be,AUX,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,322,spacy_only,1,surface_forms,babies,are,baby,be,AUX,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,323,spacy_only,1,surface_forms,baby,is,baby,be,AUX,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,329,spacy_only,1,surface_forms,me,ask,i,ask,VERB,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,333,spacy_only,1,surface_forms,bank,is,bank,be,AUX,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,335,spacy_only,1,surface_forms,job,is,job,be,AUX,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,338,spacy_only,1,surface_forms,university,is,university,be,AUX,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,362,spacy_only,1,surface_forms,teacher,is,teacher,be,AUX,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,377,spacy_only,1,surface_forms,I,going,i,go,VERB,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,377,spacy_only,1,surface_forms,you,sleep,you,sleep,VERB,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,383,spacy_only,1,surface_forms,we,take,we,take,VERB,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,393,spacy_only,1,surface_forms,shirt,is,shirt,be,AUX,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,395,spacy_only,1,surface_forms,it,was,it,be,AUX,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,414,spacy_only,1,surface_forms,that,'s,that,be,AUX,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,415,spacy_only,1,surface_forms,that,is,that,be,AUX,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,421,spacy_only,2,surface_forms,I,'m,i,be,AUX,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,434,spacy_only,1,surface_forms,that,'s,that,be,AUX,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,436,spacy_only,2,surface_forms,this,is,this,be,AUX,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,440,spacy_only,1,surface_forms,reason,was,reason,be,AUX,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,445,spacy_only,1,surface_forms,that,'s,that,be,AUX,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,446,spacy_only,1,surface_forms,that,'s,that,be,AUX,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,451,spacy_only,1,surface_forms,it,was,it,be,AUX,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,453,spacy_only,1,surface_forms,you,did,you,do,VERB,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,455,spacy_only,1,surface_forms,it,was,it,be,AUX,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,457,spacy_only,1,surface_forms,you,did,you,do,VERB,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,461,spacy_only,1,surface_forms,you,are,you,be,AUX,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,463,spacy_only,1,surface_forms,I,give,i,give,VERB,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,465,spacy_only,1,surface_forms,'s,read,us,read,VERB,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,469,spacy_only,1,surface_forms,I,see,i,see,VERB,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,474,spacy_only,1,surface_forms,forehead,is,forehead,be,AUX,,,,,
Eng-NA,MacWhinney,MacWhinney/040316d.cha,476,spacy_only,1,surface_forms,it,was,it,be,AUX,,,,,
Eng-NA,NewmanRatner,NewmanRatner/11/5563DB.cha,7,spacy_only,1,surface_forms,which,seem,which,seem,VERB,,,,,
Eng-NA,NewmanRatner,NewmanRatner/11/5563DB.cha,19,spacy_only,1,surface_forms,it,was,it,be,AUX,,,,,
Eng-NA,NewmanRatner,NewmanRatner/11/5563DB.cha,31,spacy_only,1,surface_forms,you,'re,you,be,AUX,,,,,
Eng-NA,NewmanRatner,NewmanRatner/11/5563DB.cha,34,spacy_only,1,surface_forms,which,seem,which,seem,VERB,,,,,
Eng-NA,NewmanRatner,NewmanRatner/11/5563DB.cha,42,spacy_only,1,surface_forms,we,tried,we,try,VERB,,,,,
Eng-NA,NewmanRatner,NewmanRatner/11/5563DB.cha,46,spacy_only,1,surface_forms,he,'s,he,be,AUX,,,,,
Eng-NA,NewmanRatner,NewmanRatner/11/5563DB.cha,53,spacy_only,1,surface_forms,this,does,this,do,VERB,,,,,
Eng-NA,NewmanRatner,NewmanRatner/11/5563DB.cha,53,spacy_only,1,surface_forms,he,does,he,do,VERB,,,,,
Eng-NA,NewmanRatner,NewmanRatner/11/5563DB.cha,59,spacy_only,1,surface_forms,'s,see,us,see,VERB,,,,,
Eng-NA,NewmanRatner,NewmanRatner/11/5563DB.cha,66,spacy_only,1,surface_forms,we,do,we,do,AUX,,,,,
Eng-NA,NewmanRatner,NewmanRatner/11/5563DB.cha,69,spacy_only,1,surface_forms,we,do,we,do,VERB,,,,,
Eng-NA,NewmanRatner,NewmanRatner/11/5563DB.cha,71,spacy_only,1,surface_forms,he,is,he,be,AUX,,,,,
Eng-NA,NewmanRatner,NewmanRatner/11/5563DB.cha,74,spacy_only,1,surface_forms,he,is,he,be,AUX,,,,,
Eng-NA,NewmanRatner,NewmanRatner/11/5563DB.cha,77,spacy_only,1,surface_forms,The_Hungry_Caterpillar,'s,the_hungry_caterpillar,be,AUX,,,,,
Eng-NA,NewmanRatner,NewmanRatner/11/5563DB.cha,92,spacy_only,1,surface_forms,we,do,we,do,VERB,,,,,
Eng-NA,NewmanRatner,NewmanRatner/11/5563DB.cha,96,spacy_only,1,surface_forms,'s,see,us,see,VERB,,,,,
Eng-NA,NewmanRatner,NewmanRatner/11/5563DB.cha,97,spacy_only,1,surface_forms,that,'s,that,be,AUX,,,,,
Eng-NA,NewmanRatner,NewmanRatner/Interviews/07/4825GG.cha,2,spacy_only,1,surface_forms,we,'re,we,be,AUX,,,,,
Eng-NA,NewmanRatner,NewmanRatner/Interviews/07/4825GG.cha,5,spacy_only,1,surface_forms,him,playing,he,play,VERB,,,,,
Eng-NA,NewmanRatner,NewmanRatner/Interviews/07/4825GG.cha,5,spacy_only,1,surface_forms,playing,putting,play,put,VERB,,,,,
Eng-NA,NewmanRatner,NewmanRatner/Interviews/07/4825GG.cha,6,spacy_only,1,surface_forms,that,'s,that,be,AUX,,,,,
Eng-NA,NewmanRatner,NewmanRatner/Interviews/07/4825GG.cha,6,spacy_only,1,surface_forms,he,learning,he,learn,VERB,,,,,
Eng-NA,NewmanRatner,NewmanRatner/Interviews/07/4825GG.cha,13,spacy_only,1,surface_forms,he,'s,he,be,AUX,,,,,
Eng-NA,NewmanRatner,NewmanRatner/Interviews/07/4825GG.cha,13,spacy_only,1,surface_forms,which,is,which,be,AUX,,,,,
Eng-NA,NewmanRatner,NewmanRatner/Interviews/07/4825GG.cha,14,spacy_only,1,surface_forms,it,'s,it,be,AUX,,,,,
Eng-NA,NewmanRatner,NewmanRatner/Interviews/07/4825GG.cha,14,spacy_only,1,surface_forms,that,'s,that,be,AUX,,,,,
Eng-NA,NewmanRatner,NewmanRatner/Interviews/07/4825GG.cha,15,spacy_only,1,surface_forms,which,are,which,be,AUX,,,,,
Eng-NA,NewmanRatner,NewmanRatner/Interviews/07/4825GG.cha,16,spacy_only,1,surface_forms,you,giving,you,give,VERB,,,,,
Eng-NA,NewmanRatner,NewmanRatner/Interviews/07/4825GG.cha,23,spacy_only,1,surface_forms,it,'s,it,be,AUX,,,,,
Eng-NA,NewmanRatner,NewmanRatner/Interviews/07/4825GG.cha,27,spacy_only,1,surface_forms,we,do,we,do,VERB,,,,,
Eng-NA,NewmanRatner,NewmanRatner/Interviews/07/4825GG.cha,28,spacy_only,1,surface_forms,he,doing,he,do,VERB,,,,,
Eng-NA,NewmanRatner,NewmanRatner/Interviews/07/4825GG.cha,29,spacy_only,1,surface_forms,most,are,most,be,AUX,,,,,
Eng-NA,NewmanRatner,NewmanRatner/Interviews/07/4825GG.cha,37,spacy_only,1,surface_forms,you,rolling,you,roll,VERB,,,,,
Eng-NA,NewmanRatner,NewmanRatner/Interviews/07/4825GG.cha,41,spacy_only,1,surface_forms,he,crawling,he,crawl,VERB,,,,,
Eng-NA,NewmanRatner,NewmanRatner/Interviews/07/4825GG.cha,43,spacy_only,1,surface_forms,food,is,food,be,AUX,,,,,
Eng-NA,NewmanRatner,NewmanRatner/Interviews/07/4825GG.cha,51,spacy_only,1,surface_forms,teeth,coming,tooth,come,VERB,,,,,
Eng-NA,NewmanRatner,NewmanRatner/Interviews/07/4825GG.cha,53,spacy_only,1,surface_forms,you,playing,you,play,VERB,,,,,
Eng-NA,NewmanRatner,NewmanRatner/Interviews/07/4825GG.cha,55,spacy_only,1,surface_forms,we,doing,we,do,VERB,,,,,
Eng-NA,NewmanRatner,NewmanRatner/Interviews/07/4825GG.cha,60,spacy_only,1,surface_forms,he,chewing,he,chew,VERB,,,,,
Eng-NA,NewmanRatner,NewmanRatner/Interviews/07/4825GG.cha,61,spacy_only,1,surface_forms,he,use,he,use,VERB,,,,,
Eng-NA,NewmanRatner,NewmanRatner/Interviews/07/4825GG.cha,66,spacy_only,1,surface_forms,that,was,that,be,AUX,,,,,
Eng-NA,NewmanRatner,NewmanRatner/Interviews/07/4825GG.cha,67,spacy_only,1,surface_forms,that,'s,that,be,AUX,,,,,
Eng-NA,NewmanRatner,NewmanRatner/Interviews/07/4825GG.cha,68,spacy_only,1,surface_forms,that,'s,that,be,AUX,,,,,
Eng-NA,NewmanRatner,NewmanRatner/Interviews/07/4825GG.cha,69,spacy_only,1,surface_forms,that,'s,that,be,AUX,,,,,
Eng-NA,NewmanRatner,NewmanRatner/Interviews/07/4825GG.cha,72,spacy_only,1,surface_forms,you,sharing,you,share,VERB,,,,,
Eng-NA,NewmanRatner,NewmanRatner/Interviews/07/4825GG.cha,74,spacy_only,1,surface_forms,which,is,which,be,AUX,,,,,
Eng-NA,NewmanRatner,NewmanRatner/Interviews/07/4825GG.cha,75,spacy_only,1,surface_forms,that,'s,that,be,AUX,,,,,
Eng-NA,NewmanRatner,NewmanRatner/Interviews/07/4825GG.cha,77,spacy_only,1,surface_forms,that,'s,that,be,AUX,,,,,
Eng-NA,OCSC,OCSC/7/7045.cha,1,spacy_only,1,surface_forms,this,is,this,be,AUX,,,,,
Eng-NA,OCSC,OCSC/7/7045.cha,2,spacy_only,1,surface_forms,us,started,we,start,VERB,,,,,
Eng-NA,OCSC,OCSC/7/7045.cha,10,spacy_only,1,surface_forms,we,gon,we,go,VERB,,,,,
Eng-NA,OCSC,OCSC/7/7045.cha,33,spacy_only,1,surface_forms,opposite,'s,opposite,be,AUX,,,,,
Eng-NA,OCSC,OCSC/7/7045.cha,85,spacy_only,1,surface_forms,we,going,we,go,VERB,,,,,
Eng-NA,OCSC,OCSC/7/7045.cha,107,spacy_only,1,surface_forms,what,happened,what,happen,VERB,,,,,
Eng-NA,OCSC,OCSC/7/7045.cha,115,spacy_only,1,surface_forms,what,happened,what,happen,VERB,,,,,
Eng-NA,OCSC,OCSC/7/7045.cha,118,spacy_only,1,surface_forms,what,happened,what,happen,VERB,,,,,
Eng-NA,OCSC,OCSC/7/7045.cha,124,spacy_only,1,surface_forms,what,be,what,be,AUX,,,,,
